time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city
2023-10-01,2.4,-0.8,7.8,,,278.0,10.2,,1021.6,,krasnoyarsk
2023-10-02,2.5,-2.7,7.3,,,229.0,7.6,,1024.0,,krasnoyarsk
2023-10-03,7.3,4.3,12.8,,,229.0,9.4,,1023.9,,krasnoyarsk
2023-10-04,7.5,2.0,14.7,,,231.0,6.9,,1023.9,,krasnoyarsk
2023-10-05,8.6,3.9,15.1,,,220.0,9.3,,1022.8,,krasnoyarsk
2023-10-06,9.9,5.8,16.4,,,221.0,11.1,,1021.8,,krasnoyarsk
2023-10-07,9.7,4.0,18.1,,,208.0,3.3,,1020.6,,krasnoyarsk
2023-10-08,8.9,2.1,17.8,,,181.0,2.8,,1020.1,,krasnoyarsk
2023-10-09,12.1,6.7,18.6,,,204.0,7.6,,1021.3,,krasnoyarsk
2023-10-10,13.9,10.1,20.9,,,189.0,8.3,,1023.4,,krasnoyarsk
2023-10-11,14.1,7.0,22.4,,,186.0,9.1,,1017.2,,krasnoyarsk
2023-10-12,11.2,7.6,13.6,,,263.0,13.0,,1018.3,,krasnoyarsk
2023-10-13,5.6,3.9,7.4,,,295.0,10.0,,1018.1,,krasnoyarsk
2023-10-14,6.6,3.4,12.2,,,207.0,9.6,,1021.1,,krasnoyarsk
2023-10-15,6.3,2.5,9.5,,,221.0,8.1,,1013.2,,krasnoyarsk
2023-10-16,6.5,5.7,7.7,,,240.0,13.6,,1017.8,,krasnoyarsk
2023-10-17,7.2,5.9,9.2,,,233.0,17.4,,1020.1,,krasnoyarsk
2023-10-18,8.9,6.8,12.4,,,212.0,6.6,,1026.9,,krasnoyarsk
2023-10-19,8.8,3.6,16.0,,,156.0,5.6,,1023.4,,krasnoyarsk
2023-10-20,7.7,2.5,12.3,,,239.0,11.4,,1024.4,,krasnoyarsk
2023-10-21,5.5,-1.8,12.8,,,134.0,7.8,,1012.5,,krasnoyarsk
2023-10-22,5.2,3.4,8.3,,,217.0,16.9,,1012.3,,krasnoyarsk
2023-10-23,6.8,3.4,11.7,,,174.0,15.2,,996.8,,krasnoyarsk
2023-10-24,0.7,-1.2,2.4,,,230.0,19.3,,1016.7,,krasnoyarsk
2023-10-25,3.7,1.0,6.5,,,200.0,16.1,,1013.4,,krasnoyarsk
2023-10-26,9.4,5.2,13.2,,,198.0,14.7,,1003.3,,krasnoyarsk
2023-10-27,3.5,-2.4,11.3,,,230.0,21.1,,1008.3,,krasnoyarsk
2023-10-28,-3.0,-4.4,-1.2,,,231.0,18.0,,1026.2,,krasnoyarsk
2023-10-29,-3.5,-6.2,-0.9,,,250.0,6.3,,1025.6,,krasnoyarsk
2023-10-30,-5.8,-9.2,-1.0,,,30.0,5.7,,1019.7,,krasnoyarsk
2023-10-31,-5.9,-8.3,-3.5,,,49.0,10.8,,1016.0,,krasnoyarsk
2023-11-01,-6.3,-8.5,-3.5,,,39.0,7.2,,1020.8,,krasnoyarsk
2023-11-02,-4.9,-8.3,-1.2,,,96.0,6.2,,1017.5,,krasnoyarsk
2023-11-03,-5.3,-6.7,-3.3,,,301.0,7.7,,1023.8,,krasnoyarsk
2023-11-04,-6.1,-10.4,-2.2,,,193.0,8.7,,1031.8,,krasnoyarsk
2023-11-05,-2.1,-4.6,-0.6,,,228.0,19.0,,1016.3,,krasnoyarsk
2023-11-06,-5.1,-6.0,-4.2,,,230.0,15.8,,1024.0,,krasnoyarsk
2023-11-07,-7.5,-12.0,-5.6,,,302.0,5.2,,1025.4,,krasnoyarsk
2023-11-08,-10.6,-13.7,-6.7,,,78.0,5.1,,1034.5,,krasnoyarsk
2023-11-09,-13.5,-18.0,-8.1,,,68.0,6.5,,1034.4,,krasnoyarsk
2023-11-10,-13.2,-17.8,-6.6,,,83.0,4.2,,1037.2,,krasnoyarsk
2023-11-11,-8.7,-13.5,-1.9,,,135.0,2.8,,1037.6,,krasnoyarsk
2023-11-12,-6.9,-11.3,-1.8,,,171.0,3.2,,1031.5,,krasnoyarsk
2023-11-13,-1.2,-5.7,2.4,,,213.0,11.3,,1024.9,,krasnoyarsk
2023-11-14,-0.8,-5.8,1.5,,,252.0,15.4,,1028.2,,krasnoyarsk
2023-11-15,-1.1,-6.6,3.2,,,204.0,12.5,,1031.9,,krasnoyarsk
2023-11-16,3.9,2.2,6.4,,,212.0,16.3,,1015.6,,krasnoyarsk
2023-11-17,3.1,1.2,4.0,,,233.0,15.1,,1013.3,,krasnoyarsk
2023-11-18,1.3,-0.8,4.6,,,159.0,5.5,,1014.0,,krasnoyarsk
2023-11-19,4.5,-3.7,7.4,,,214.0,21.6,,996.8,,krasnoyarsk
2023-11-20,-7.5,-9.6,-4.5,,,244.0,15.5,,1023.4,,krasnoyarsk
2023-11-21,-14.6,-18.2,-10.0,,,265.0,11.9,,1038.8,,krasnoyarsk
2023-11-22,-17.9,-20.2,-14.7,,,157.0,2.7,,1045.7,,krasnoyarsk
2023-11-23,-17.9,-21.6,-13.5,,,61.0,6.9,,1034.2,,krasnoyarsk
2023-11-24,-13.2,-16.4,-9.5,,,73.0,7.4,,1023.9,,krasnoyarsk
2023-11-25,-8.5,-10.0,-6.9,,,57.0,5.2,,1017.9,,krasnoyarsk
2023-11-26,-9.7,-13.5,-8.2,,,220.0,3.8,,1031.3,,krasnoyarsk
2023-11-27,-14.6,-21.2,-11.6,,,33.0,4.5,,1036.6,,krasnoyarsk
2023-11-28,-21.6,-23.5,-17.5,,,37.0,2.3,,1045.7,,krasnoyarsk
2023-11-29,-20.2,-23.9,-15.8,,,72.0,3.4,,1043.1,,krasnoyarsk
2023-11-30,-15.5,-18.7,-11.3,,,100.0,2.4,,1031.5,,krasnoyarsk
2023-12-01,-5.1,-14.1,-0.3,,,224.0,10.5,,1025.0,,krasnoyarsk
2023-12-02,-2.4,-5.6,-1.0,,,228.0,12.1,,1018.6,,krasnoyarsk
2023-12-03,-2.9,-6.8,2.9,,,205.0,12.9,,1008.3,,krasnoyarsk
2023-12-04,-3.4,-17.3,3.5,,,231.0,22.5,,997.9,,krasnoyarsk
2023-12-05,-20.3,-22.7,-18.3,,,218.0,10.0,,1026.3,,krasnoyarsk
2023-12-06,-18.1,-19.1,-17.2,,,60.0,12.2,,1007.7,,krasnoyarsk
2023-12-07,-25.8,-34.1,-19.2,,,350.0,6.5,,1016.1,,krasnoyarsk
2023-12-08,-32.6,-35.3,-29.2,,,246.0,1.7,,1034.3,,krasnoyarsk
2023-12-09,-34.8,-38.6,-31.4,,,107.0,0.9,,1042.0,,krasnoyarsk
2023-12-10,-38.3,-41.8,-32.7,,,56.0,2.3,,1047.1,,krasnoyarsk
2023-12-11,-38.7,-41.4,-33.6,,,32.0,2.4,,1044.5,,krasnoyarsk
2023-12-12,-39.8,-43.4,-35.6,,,327.0,2.1,,1044.9,,krasnoyarsk
2023-12-13,-35.0,-40.1,-29.8,,,250.0,5.6,,1057.4,,krasnoyarsk
2023-12-14,-25.4,-30.4,-21.5,,,214.0,9.2,,1056.3,,krasnoyarsk
2023-12-15,-23.0,-26.9,-19.1,,,207.0,5.6,,1049.3,,krasnoyarsk
2023-12-16,-18.2,-22.1,-16.0,,,252.0,5.5,,1036.1,,krasnoyarsk
2023-12-17,-26.4,-33.7,-22.8,,,288.0,4.6,,1043.4,,krasnoyarsk
2023-12-18,-33.9,-37.8,-28.5,,,209.0,2.0,,1054.2,,krasnoyarsk
2023-12-19,-33.2,-37.1,-28.6,,,80.0,5.1,,1049.6,,krasnoyarsk
2023-12-20,-25.4,-32.7,-15.7,,,135.0,4.6,,1036.7,,krasnoyarsk
2023-12-21,-13.8,-17.6,-10.9,,,199.0,9.3,,1034.4,,krasnoyarsk
2023-12-22,-6.4,-11.3,-2.5,,,210.0,15.7,,1031.3,,krasnoyarsk
2023-12-23,-1.0,-5.3,0.7,,,226.0,15.0,,1028.1,,krasnoyarsk
2023-12-24,-8.5,-13.2,-5.3,,,253.0,6.7,,1025.0,,krasnoyarsk
2023-12-25,-11.6,-14.3,-8.2,,,118.0,2.9,,1026.3,,krasnoyarsk
2023-12-26,-10.1,-12.8,-6.6,,,137.0,2.6,,1021.3,,krasnoyarsk
2023-12-27,-8.0,-13.0,-4.4,,,211.0,7.2,,1023.7,,krasnoyarsk
2023-12-28,-9.9,-13.8,-4.6,,,99.0,4.6,,1020.3,,krasnoyarsk
2023-12-29,-4.5,-9.2,-2.7,,,181.0,8.7,,1018.8,,krasnoyarsk
2023-12-30,-3.1,-5.8,-1.2,,,202.0,15.2,,1014.1,,krasnoyarsk
2023-12-31,-4.6,-5.9,-2.6,,,202.0,19.1,,1012.5,,krasnoyarsk
2023-01-01,3.3,1.4,5.6,4.4,,209.0,4.1,,1007.2,,moskow
2023-01-02,0.6,-2.7,6.3,4.0,,286.0,6.4,,1012.8,,moskow
2023-01-03,-0.3,-2.5,2.8,9.8,,221.0,3.3,,1008.9,,moskow
2023-01-04,-2.0,-3.9,2.3,1.1,,301.0,6.5,,1010.6,,moskow
2023-01-05,-6.0,-12.5,-1.9,0.3,,347.0,5.1,,1008.2,,moskow
2023-01-06,-20.7,-23.2,-14.4,0.0,,346.0,6.4,,1019.7,,moskow
2023-01-07,-22.0,-24.7,-19.7,0.0,,336.0,3.2,,1030.7,,moskow
2023-01-08,-16.6,-19.4,-13.7,0.0,,283.0,2.1,,1033.7,,moskow
2023-01-09,-16.7,-18.4,-14.7,0.0,,125.0,5.0,,1036.9,,moskow
2023-01-10,-14.9,-18.9,-11.4,0.2,,144.0,8.7,,1039.4,,moskow
2023-01-11,-10.7,-13.8,-8.4,1.4,,161.0,7.6,,1036.5,,moskow
2023-01-12,-7.4,-8.6,-6.3,0.0,,165.0,6.4,,1029.1,,moskow
2023-01-13,-4.6,-6.0,-3.2,0.0,,177.0,5.4,,1024.4,,moskow
2023-01-14,-2.4,-3.8,-1.5,1.3,,171.0,5.7,,1023.9,,moskow
2023-01-15,-1.8,-2.7,-0.8,0.6,,167.0,6.1,,1022.9,,moskow
2023-01-16,-3.1,-3.8,-2.4,0.0,,158.0,8.9,,1017.4,,moskow
2023-01-17,-0.6,-2.7,2.0,3.1,,151.0,8.4,,1015.5,,moskow
2023-01-18,0.8,-0.0,1.6,1.4,,147.0,9.8,,1015.7,,moskow
2023-01-19,1.7,0.1,2.5,7.8,,150.0,8.6,,1016.0,,moskow
2023-01-20,3.0,1.5,4.2,0.3,,153.0,7.7,,1019.5,,moskow
2023-01-21,-1.2,-4.5,2.3,0.0,,142.0,5.7,,1031.2,,moskow
2023-01-22,-3.3,-5.4,-1.5,0.0,,140.0,3.3,,1036.7,,moskow
2023-01-23,-2.9,-4.4,-1.4,0.0,,143.0,2.7,,1041.6,,moskow
2023-01-24,-1.3,-3.0,-0.0,0.0,,238.0,2.6,,1037.4,,moskow
2023-01-25,-1.0,-1.7,0.2,0.5,,241.0,3.5,,1030.3,,moskow
2023-01-26,-1.6,-2.6,-0.9,0.0,,229.0,5.0,,1022.2,,moskow
2023-01-27,-2.1,-3.2,-1.6,0.3,,251.0,3.6,,1020.9,,moskow
2023-01-28,-2.9,-3.9,-1.4,0.0,,11.0,2.3,,1024.4,,moskow
2023-01-29,-2.3,-3.3,-0.8,0.0,,225.0,2.1,,1015.7,,moskow
2023-01-30,-1.4,-2.5,-0.3,1.7,,195.0,5.4,,1002.5,,moskow
2023-01-31,0.1,-1.4,0.8,0.2,,196.0,4.9,,999.4,,moskow
2023-02-01,0.4,-0.8,1.5,0.2,,174.0,4.8,,1005.2,,moskow
2023-02-02,-0.7,-1.2,0.2,0.0,,152.0,6.3,,1008.0,,moskow
2023-02-03,-0.0,-1.2,1.8,1.7,,159.0,4.6,,1009.4,,moskow
2023-02-04,-0.6,-2.4,0.7,0.0,,31.0,1.9,,1015.9,,moskow
2023-02-05,-2.2,-3.2,-1.0,0.6,,352.0,4.6,,1026.5,,moskow
2023-02-06,-5.0,-8.1,-2.8,0.0,,335.0,3.2,,1031.9,,moskow
2023-02-07,-5.6,-8.3,-2.1,0.0,,107.0,0.9,,1039.7,,moskow
2023-02-08,-5.0,-8.5,-2.5,0.5,,257.0,3.5,,1041.3,,moskow
2023-02-09,-1.5,-2.7,-0.2,0.0,,277.0,2.1,,1034.7,,moskow
2023-02-10,-1.8,-3.5,-0.0,0.2,,209.0,5.0,,1021.6,,moskow
2023-02-11,-1.8,-2.8,-0.8,3.9,,218.0,5.8,,1012.5,,moskow
2023-02-12,-3.8,-7.1,-0.8,2.3,,324.0,10.2,,1013.1,,moskow
2023-02-13,-3.0,-8.3,0.7,2.4,,266.0,3.5,,1013.6,,moskow
2023-02-14,0.5,-0.7,1.2,1.3,,335.0,9.4,,1009.7,,moskow
2023-02-15,-2.9,-4.4,-1.4,0.1,,349.0,10.0,,1023.2,,moskow
2023-02-16,-4.9,-7.3,-3.3,0.0,,20.0,4.5,,1026.7,,moskow
2023-02-17,-6.1,-9.2,-3.8,0.0,,119.0,2.7,,1025.0,,moskow
2023-02-18,-6.6,-8.5,-4.5,0.3,,145.0,8.4,,1011.5,,moskow
2023-02-19,-6.3,-7.5,-5.6,5.2,,136.0,7.0,,999.2,,moskow
2023-02-20,-6.8,-9.1,-5.7,1.3,,57.0,3.3,,997.9,,moskow
2023-02-21,-12.5,-16.6,-10.2,0.0,,27.0,5.2,,996.9,,moskow
2023-02-22,-13.6,-16.5,-11.1,0.0,,334.0,8.4,,1010.4,,moskow
2023-02-23,-11.1,-14.4,-7.0,0.0,,305.0,5.9,,1018.6,,moskow
2023-02-24,-5.8,-8.9,-2.4,1.9,,218.0,3.6,,1007.8,,moskow
2023-02-25,0.6,-2.8,2.7,2.0,,163.0,4.6,,997.5,,moskow
2023-02-26,1.2,-1.6,2.9,5.0,,193.0,7.3,,996.1,,moskow
2023-02-27,-3.3,-5.5,-2.3,0.0,,284.0,6.6,,1015.6,,moskow
2023-02-28,-4.6,-8.1,-1.7,0.6,,266.0,6.2,,1015.0,,moskow
2023-03-01,-4.0,-6.2,-2.0,0.1,,294.0,6.9,,1010.3,,moskow
2023-03-02,-2.7,-4.5,-0.7,1.6,,284.0,5.8,,1009.0,,moskow
2023-03-03,-0.1,-1.3,1.2,0.9,,264.0,5.0,,1001.8,,moskow
2023-03-04,-1.0,-2.8,0.6,2.4,,204.0,3.7,,994.7,,moskow
2023-03-05,-1.7,-3.3,-0.3,2.3,,273.0,4.5,,991.0,,moskow
2023-03-06,-2.5,-4.3,-0.4,0.8,,242.0,3.2,,999.8,,moskow
2023-03-07,-3.0,-5.5,0.7,0.4,,212.0,2.8,,1004.2,,moskow
2023-03-08,-3.9,-10.1,-0.1,2.5,,168.0,5.5,,1002.7,,moskow
2023-03-09,-1.3,-4.9,0.5,0.1,,234.0,4.0,,998.1,,moskow
2023-03-10,-5.4,-6.7,-3.8,0.0,,338.0,4.6,,1006.1,,moskow
2023-03-11,-4.4,-7.6,0.2,3.0,,124.0,6.9,,1008.4,,moskow
2023-03-12,1.8,-3.7,5.6,15.4,,182.0,7.7,,990.1,,moskow
2023-03-13,-3.1,-5.7,-0.5,0.0,,245.0,5.5,,1009.5,,moskow
2023-03-14,1.9,-3.9,5.7,1.8,,174.0,7.8,,1010.6,,moskow
2023-03-15,6.1,4.0,9.3,0.0,,168.0,7.2,,1011.7,,moskow
2023-03-16,2.6,1.3,4.3,4.8,,101.0,3.8,,1014.0,,moskow
2023-03-17,1.8,-2.7,4.7,0.0,,1.0,8.7,,1025.1,,moskow
2023-03-18,-0.4,-6.9,5.8,0.0,,79.0,2.5,,1035.2,,moskow
2023-03-19,-0.8,-7.6,5.2,0.0,,141.0,2.3,,1028.3,,moskow
2023-03-20,1.4,-6.4,8.1,0.0,,209.0,1.4,,1019.7,,moskow
2023-03-21,4.8,0.5,8.8,0.7,,228.0,2.3,,1011.1,,moskow
2023-03-22,4.4,2.3,6.1,0.0,,271.0,3.4,,1014.1,,moskow
2023-03-23,7.5,3.3,11.5,0.0,,200.0,4.0,,1011.7,,moskow
2023-03-24,7.4,5.4,8.8,5.7,,228.0,4.0,,1003.9,,moskow
2023-03-25,7.2,3.6,10.2,3.5,,211.0,2.9,,1002.2,,moskow
2023-03-26,6.0,4.7,7.3,12.4,,83.0,1.6,,999.9,,moskow
2023-03-27,5.7,3.5,8.6,0.7,,255.0,2.4,,1000.1,,moskow
2023-03-28,6.1,0.1,10.2,0.0,,134.0,4.3,,1009.0,,moskow
2023-03-29,6.6,4.4,8.4,3.0,,123.0,7.1,,1006.9,,moskow
2023-03-30,4.4,0.8,6.8,0.0,,277.0,4.0,,1010.8,,moskow
2023-03-31,1.2,-1.5,3.9,1.5,,2.0,5.4,,1007.9,,moskow
2023-04-01,4.2,0.3,8.4,2.5,,202.0,2.7,,1005.5,,moskow
2023-04-02,7.8,5.9,10.5,0.6,,154.0,5.3,,1011.7,,moskow
2023-04-03,9.4,6.2,13.4,0.4,,73.0,2.5,,1015.0,,moskow
2023-04-04,9.6,6.5,13.5,0.8,,6.0,3.6,,1016.0,,moskow
2023-04-05,8.2,3.4,12.9,0.0,,15.0,4.8,,1020.6,,moskow
2023-04-06,8.5,3.0,14.4,0.0,,46.0,5.4,,1024.6,,moskow
2023-04-07,6.8,1.5,11.4,0.0,,63.0,4.0,,1027.1,,moskow
2023-04-08,7.1,0.2,12.7,0.0,,91.0,3.0,,1028.3,,moskow
2023-04-09,9.1,3.0,14.1,0.0,,134.0,2.1,,1026.9,,moskow
2023-04-10,9.3,4.0,14.3,0.4,,79.0,2.0,,1025.9,,moskow
2023-04-11,10.0,4.1,15.5,1.2,,129.0,1.7,,1021.4,,moskow
2023-04-12,11.4,3.0,17.9,0.0,,85.0,2.3,,1017.0,,moskow
2023-04-13,11.7,6.2,17.6,0.0,,57.0,5.4,,1015.7,,moskow
2023-04-14,5.4,1.4,9.0,0.0,,56.0,7.6,,1022.7,,moskow
2023-04-15,4.4,-0.7,9.3,0.0,,96.0,5.0,,1030.9,,moskow
2023-04-16,7.9,0.6,12.9,0.0,,127.0,3.4,,1031.2,,moskow
2023-04-17,10.6,5.0,15.3,0.3,,176.0,1.9,,1028.3,,moskow
2023-04-18,10.7,6.5,14.0,0.1,,33.0,2.4,,1026.1,,moskow
2023-04-19,12.2,6.8,17.1,0.0,,52.0,4.6,,1026.2,,moskow
2023-04-20,11.4,4.4,16.9,0.0,,15.0,4.1,,1021.9,,moskow
2023-04-21,10.8,3.7,16.2,0.0,,13.0,5.0,,1015.9,,moskow
2023-04-22,11.1,4.8,16.0,0.0,,359.0,3.8,,1012.5,,moskow
2023-04-23,12.8,4.4,19.0,0.0,,272.0,1.8,,1015.5,,moskow
2023-04-24,14.9,6.2,21.6,0.0,,193.0,2.3,,1015.8,,moskow
2023-04-25,14.9,9.8,19.1,0.2,,120.0,3.3,,1012.3,,moskow
2023-04-26,12.2,10.2,15.8,8.9,,320.0,4.4,,1003.9,,moskow
2023-04-27,14.3,6.6,20.6,0.7,,195.0,2.0,,1010.0,,moskow
2023-04-28,11.8,7.4,15.8,9.7,,153.0,3.4,,1012.3,,moskow
2023-04-29,7.1,3.5,12.3,13.0,,340.0,5.8,,1017.1,,moskow
2023-04-30,7.8,1.4,13.1,6.0,,42.0,3.4,,1017.3,,moskow
2023-05-01,7.6,4.7,11.2,2.1,,321.0,5.1,,1011.4,,moskow
2023-05-02,9.4,1.4,15.0,0.0,,284.0,2.3,,1022.6,,moskow
2023-05-03,11.0,8.3,14.4,0.7,,222.0,3.3,,1019.7,,moskow
2023-05-04,9.6,3.9,14.7,0.0,,316.0,2.0,,1023.3,,moskow
2023-05-05,6.5,3.1,9.4,0.0,,334.0,5.5,,1021.8,,moskow
2023-05-06,3.2,-0.3,6.6,0.2,,322.0,6.2,,1024.9,,moskow
2023-05-07,4.1,-0.3,8.7,0.0,,323.0,4.8,,1029.2,,moskow
2023-05-08,6.3,-0.5,11.1,0.0,,345.0,2.5,,1032.3,,moskow
2023-05-09,8.0,0.3,14.1,0.0,,348.0,1.8,,1031.2,,moskow
2023-05-10,11.2,3.5,16.1,0.0,,349.0,2.1,,1025.2,,moskow
2023-05-11,12.8,7.6,18.4,1.1,,1.0,2.3,,1023.1,,moskow
2023-05-12,15.1,7.5,21.3,0.0,,342.0,2.7,,1021.7,,moskow
2023-05-13,16.5,9.5,22.4,0.0,,332.0,5.2,,1021.2,,moskow
2023-05-14,14.1,10.4,17.6,0.0,,16.0,5.2,,1023.7,,moskow
2023-05-15,13.8,5.6,20.0,0.0,,50.0,2.5,,1023.7,,moskow
2023-05-16,15.6,8.6,21.9,0.0,,120.0,3.3,,1022.4,,moskow
2023-05-17,17.8,9.3,24.4,0.0,,149.0,3.1,,1022.3,,moskow
2023-05-18,19.2,11.3,26.1,0.0,,200.0,2.9,,1021.1,,moskow
2023-05-19,14.2,10.9,17.2,2.2,,350.0,7.1,,1024.6,,moskow
2023-05-20,12.0,8.1,14.7,0.3,,349.0,7.2,,1027.0,,moskow
2023-05-21,12.9,10.0,17.4,0.1,,41.0,3.2,,1023.8,,moskow
2023-05-22,14.1,8.8,20.1,1.7,,49.0,1.6,,1022.9,,moskow
2023-05-23,15.9,11.1,20.0,1.2,,70.0,2.6,,1019.3,,moskow
2023-05-24,17.9,14.8,21.3,0.3,,41.0,2.1,,1015.7,,moskow
2023-05-25,17.1,13.6,20.7,2.3,,17.0,2.2,,1015.5,,moskow
2023-05-26,19.4,12.6,24.7,0.0,,333.0,1.8,,1013.9,,moskow
2023-05-27,17.4,13.3,20.9,0.0,,335.0,6.1,,1014.9,,moskow
2023-05-28,12.5,9.6,16.4,2.0,,327.0,7.1,,1017.3,,moskow
2023-05-29,15.6,8.9,21.0,0.0,,290.0,2.0,,1019.5,,moskow
2023-05-30,17.0,10.0,22.2,0.0,,45.0,1.1,,1016.6,,moskow
2023-05-31,11.9,10.4,13.2,9.8,,318.0,4.8,,1013.1,,moskow
2023-06-01,15.6,6.4,21.6,0.0,,243.0,2.1,,1010.8,,moskow
2023-06-02,16.4,11.7,24.1,0.0,,31.0,2.5,,1009.5,,moskow
2023-06-03,9.3,6.5,13.6,8.8,,335.0,5.6,,1012.0,,moskow
2023-06-04,10.7,5.8,14.9,0.0,,284.0,2.8,,1020.3,,moskow
2023-06-05,13.0,9.3,16.4,0.6,,263.0,2.3,,1019.9,,moskow
2023-06-06,15.3,9.2,20.4,0.0,,300.0,2.6,,1020.0,,moskow
2023-06-07,17.5,11.6,22.9,0.4,,297.0,2.6,,1018.6,,moskow
2023-06-08,17.4,11.2,23.0,0.0,,349.0,2.1,,1018.4,,moskow
2023-06-09,18.3,13.0,23.6,0.1,,311.0,4.2,,1016.2,,moskow
2023-06-10,13.3,10.3,15.7,0.0,,18.0,6.4,,1023.7,,moskow
2023-06-11,12.5,7.2,16.5,0.0,,32.0,5.4,,1028.8,,moskow
2023-06-12,14.7,8.3,19.5,0.0,,42.0,4.9,,1027.5,,moskow
2023-06-13,16.4,9.5,21.4,0.0,,60.0,3.7,,1023.9,,moskow
2023-06-14,18.7,10.2,24.1,0.0,,29.0,3.5,,1019.7,,moskow
2023-06-15,20.4,11.3,26.4,0.0,,29.0,3.2,,1017.7,,moskow
2023-06-16,21.7,13.8,27.3,0.0,,11.0,3.2,,1013.9,,moskow
2023-06-17,21.4,14.2,26.3,0.0,,25.0,3.6,,1013.7,,moskow
2023-06-18,19.7,14.3,23.8,0.0,,36.0,3.2,,1017.2,,moskow
2023-06-19,17.8,13.0,21.8,0.0,,34.0,4.1,,1017.5,,moskow
2023-06-20,18.2,12.2,23.3,0.6,,346.0,5.0,,1013.8,,moskow
2023-06-21,16.4,9.1,21.5,0.0,,6.0,4.4,,1017.6,,moskow
2023-06-22,18.7,10.7,25.3,0.0,,38.0,2.0,,1016.2,,moskow
2023-06-23,17.2,13.2,20.1,14.9,,89.0,2.2,,1010.5,,moskow
2023-06-24,17.0,14.9,19.2,0.1,,348.0,4.6,,1011.4,,moskow
2023-06-25,18.1,11.5,23.0,0.0,,100.0,1.7,,1015.4,,moskow
2023-06-26,20.0,14.9,24.6,0.1,,56.0,2.5,,1013.8,,moskow
2023-06-27,19.1,15.7,23.4,0.0,,93.0,3.0,,1010.8,,moskow
2023-06-28,17.8,14.3,21.7,3.0,,97.0,3.1,,1008.4,,moskow
2023-06-29,17.0,14.5,19.9,10.9,,117.0,3.2,,1002.9,,moskow
2023-06-30,15.8,13.7,18.1,12.2,,50.0,2.5,,999.1,,moskow
2023-07-01,19.5,13.9,25.2,1.2,,305.0,4.2,,997.0,,moskow
2023-07-02,20.1,17.1,23.6,0.6,,288.0,2.8,,1000.1,,moskow
2023-07-03,20.2,15.8,24.0,1.9,,266.0,3.5,,1005.1,,moskow
2023-07-04,20.7,14.3,25.7,0.0,,248.0,1.7,,1014.5,,moskow
2023-07-05,21.5,15.9,25.3,0.6,,254.0,1.6,,1017.3,,moskow
2023-07-06,23.4,16.3,28.6,0.0,,125.0,1.8,,1019.0,,moskow
2023-07-07,23.4,19.9,26.5,19.8,,163.0,2.3,,1015.5,,moskow
2023-07-08,20.0,17.3,22.8,6.8,,345.0,3.8,,1014.3,,moskow
2023-07-09,19.8,13.9,24.5,0.0,,354.0,4.8,,1011.6,,moskow
2023-07-10,17.5,15.0,20.2,0.4,,350.0,10.2,,1009.7,,moskow
2023-07-11,14.6,12.6,16.9,1.8,,346.0,7.6,,1010.4,,moskow
2023-07-12,13.7,11.5,16.5,0.4,,306.0,4.0,,1008.6,,moskow
