time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city
2023-07-13,14.3,12.1,17.6,10.6,,276.0,2.9,,1006.6,,moskow
2023-07-14,15.7,13.2,18.9,1.4,,340.0,2.6,,1008.3,,moskow
2023-07-15,16.1,14.5,18.7,6.7,,338.0,3.5,,1011.0,,moskow
2023-07-16,18.6,14.4,23.2,0.3,,339.0,4.7,,1014.4,,moskow
2023-07-17,21.2,14.7,26.8,0.0,,338.0,2.1,,1014.5,,moskow
2023-07-18,20.8,17.1,26.8,19.5,,266.0,1.1,,1005.9,,moskow
2023-07-19,16.5,14.0,19.5,6.6,,284.0,6.0,,998.6,,moskow
2023-07-20,17.1,13.3,20.9,0.1,,281.0,4.4,,1003.2,,moskow
2023-07-21,17.2,12.8,21.0,0.0,,287.0,2.4,,1006.2,,moskow
2023-07-22,18.2,13.5,23.1,0.0,,266.0,2.5,,1010.1,,moskow
2023-07-23,17.6,14.4,20.7,7.5,,244.0,2.3,,1009.5,,moskow
2023-07-24,16.0,13.2,18.1,2.0,,240.0,1.9,,1007.9,,moskow
2023-07-25,19.1,13.3,23.9,0.3,,270.0,1.4,,1004.4,,moskow
2023-07-26,20.7,17.6,24.0,5.9,,155.0,2.5,,1000.2,,moskow
2023-07-27,20.5,16.8,24.2,0.0,,63.0,2.7,,1004.5,,moskow
2023-07-28,20.4,16.8,23.3,15.9,,220.0,2.7,,1001.8,,moskow
2023-07-29,15.9,14.4,17.3,9.3,,340.0,4.9,,1005.9,,moskow
2023-07-30,18.0,12.8,23.4,0.1,,329.0,4.0,,1007.0,,moskow
2023-07-31,19.7,13.2,25.2,0.0,,307.0,1.9,,1008.8,,moskow
2023-08-01,21.2,15.1,26.5,0.0,,79.0,1.6,,1010.4,,moskow
2023-08-02,21.3,16.5,26.3,0.3,,112.0,2.3,,1010.1,,moskow
2023-08-03,23.1,18.1,27.9,0.1,,132.0,2.3,,1008.8,,moskow
2023-08-04,23.9,19.6,28.1,0.1,,231.0,2.0,,1010.8,,moskow
2023-08-05,23.7,17.1,29.3,0.0,,283.0,1.4,,1017.4,,moskow
2023-08-06,25.6,19.1,31.7,0.0,,112.0,2.4,,1017.7,,moskow
2023-08-07,25.5,19.7,30.1,0.0,,110.0,5.0,,1013.1,,moskow
2023-08-08,22.8,19.8,26.0,0.4,,108.0,3.3,,1009.1,,moskow
2023-08-09,20.9,18.0,24.4,2.6,,320.0,3.4,,1013.1,,moskow
2023-08-10,20.2,15.3,24.9,0.0,,343.0,3.3,,1021.9,,moskow
2023-08-11,20.5,15.3,25.4,2.4,,70.0,2.0,,1021.8,,moskow
2023-08-12,21.2,19.2,24.3,2.9,,96.0,3.0,,1017.0,,moskow
2023-08-13,19.2,17.2,22.0,4.9,,133.0,3.2,,1014.2,,moskow
2023-08-14,19.5,17.1,23.1,0.5,,274.0,2.4,,1016.5,,moskow
2023-08-15,20.9,15.9,25.5,0.1,,326.0,3.5,,1020.8,,moskow
2023-08-16,20.8,14.9,26.0,0.0,,350.0,3.4,,1023.7,,moskow
2023-08-17,21.5,14.8,27.7,0.0,,3.0,2.4,,1023.4,,moskow
2023-08-18,21.7,16.3,26.7,1.0,,358.0,1.9,,1024.0,,moskow
2023-08-19,22.0,17.7,27.3,0.0,,16.0,2.8,,1024.6,,moskow
2023-08-20,20.8,18.0,25.7,8.3,,357.0,2.1,,1018.7,,moskow
2023-08-21,17.5,13.4,21.4,0.0,,15.0,4.7,,1016.9,,moskow
2023-08-22,16.1,11.8,19.7,0.5,,20.0,1.1,,1011.7,,moskow
2023-08-23,15.7,12.8,19.6,4.8,,318.0,1.7,,1009.9,,moskow
2023-08-24,14.2,11.5,16.5,0.5,,9.0,2.7,,1012.7,,moskow
2023-08-25,14.3,9.0,19.3,0.0,,3.0,1.2,,1015.8,,moskow
2023-08-26,14.4,9.3,19.1,0.0,,183.0,1.1,,1015.7,,moskow
2023-08-27,16.3,12.1,21.2,0.0,,336.0,2.4,,1011.4,,moskow
2023-08-28,16.1,11.1,20.4,0.0,,28.0,1.9,,1011.8,,moskow
2023-08-29,14.3,10.7,17.5,0.3,,119.0,1.5,,1014.0,,moskow
2023-08-30,16.9,13.1,21.7,0.0,,37.0,2.2,,1015.3,,moskow
2023-08-31,19.2,13.2,25.3,0.0,,126.0,2.7,,1015.5,,moskow
2023-09-01,20.8,14.7,26.7,0.0,,126.0,2.1,,1015.2,,moskow
2023-09-02,17.6,14.5,20.8,5.1,,9.0,0.7,,1016.5,,moskow
2023-09-03,17.1,13.4,21.7,0.0,,337.0,1.3,,1019.8,,moskow
2023-09-04,16.2,11.2,21.9,0.3,,339.0,2.3,,1022.0,,moskow
2023-09-05,16.3,10.4,22.5,0.0,,322.0,1.4,,1023.1,,moskow
2023-09-06,16.4,12.4,20.7,0.1,,291.0,4.0,,1016.4,,moskow
2023-09-07,12.6,9.0,16.7,0.0,,324.0,7.1,,1022.5,,moskow
2023-09-08,12.0,10.0,14.1,0.7,,330.0,6.4,,1018.2,,moskow
2023-09-09,12.1,7.4,15.8,0.0,,349.0,5.9,,1022.2,,moskow
2023-09-10,13.8,10.2,18.2,0.0,,355.0,2.9,,1022.5,,moskow
2023-09-11,13.5,8.5,19.7,0.0,,22.0,1.0,,1019.2,,moskow
2023-09-12,13.5,7.3,19.4,0.0,,65.0,0.9,,1021.1,,moskow
2023-09-13,13.5,7.5,19.6,0.0,,102.0,1.2,,1022.4,,moskow
2023-09-14,13.9,7.6,19.8,0.0,,125.0,1.7,,1020.5,,moskow
2023-09-15,14.2,8.6,20.0,0.3,,55.0,0.9,,1020.9,,moskow
2023-09-16,12.2,7.3,14.6,0.0,,348.0,3.8,,1027.1,,moskow
2023-09-17,11.3,4.7,17.5,0.0,,160.0,1.0,,1027.7,,moskow
2023-09-18,13.1,9.4,16.9,0.0,,315.0,2.1,,1021.6,,moskow
2023-09-19,13.8,8.0,19.6,0.0,,119.0,1.7,,1019.5,,moskow
2023-09-20,18.1,12.4,24.4,0.0,,179.0,2.3,,1016.0,,moskow
2023-09-21,17.8,15.2,20.5,0.0,,225.0,1.2,,1018.8,,moskow
2023-09-22,18.2,13.3,24.6,0.0,,136.0,1.3,,1023.9,,moskow
2023-09-23,17.6,11.8,24.4,0.0,,146.0,2.5,,1024.7,,moskow
2023-09-24,18.8,12.2,24.2,0.0,,159.0,2.3,,1023.0,,moskow
2023-09-25,15.9,10.0,21.0,3.9,,338.0,3.5,,1027.9,,moskow
2023-09-26,11.9,7.0,17.9,0.0,,5.0,0.5,,1033.1,,moskow
2023-09-27,12.6,6.4,19.8,0.0,,322.0,0.7,,1030.9,,moskow
2023-09-28,14.7,7.9,22.0,0.0,,256.0,1.1,,1027.0,,moskow
2023-09-29,16.8,10.5,23.3,0.0,,290.0,0.9,,1023.0,,moskow
2023-09-30,16.4,9.8,22.4,0.0,,231.0,1.2,,1017.5,,moskow
2023-10-01,14.2,10.8,17.1,1.3,,260.0,2.7,,1012.0,,moskow
2023-10-02,11.0,8.8,13.5,0.0,,307.0,2.2,,1015.1,,moskow
2023-10-03,12.0,8.0,15.3,0.0,,240.0,2.2,,1017.5,,moskow
2023-10-04,14.5,12.2,17.8,2.7,,201.0,5.1,,1008.6,,moskow
2023-10-05,11.3,8.8,13.8,0.2,,253.0,2.8,,1011.8,,moskow
2023-10-06,9.2,4.3,11.5,6.4,,225.0,5.1,,1004.3,,moskow
2023-10-07,4.9,0.3,9.3,10.1,,211.0,3.9,,996.1,,moskow
2023-10-08,4.4,1.6,7.5,6.1,,272.0,6.9,,984.1,,moskow
2023-10-09,3.2,1.8,4.4,0.9,,305.0,7.2,,998.3,,moskow
2023-10-10,2.5,1.6,4.4,1.8,,309.0,5.4,,1011.6,,moskow
2023-10-11,3.8,-1.5,7.4,0.0,,223.0,3.3,,1019.4,,moskow
2023-10-12,9.4,5.5,12.1,3.0,,209.0,5.6,,1002.3,,moskow
2023-10-13,9.7,7.4,12.0,0.0,,268.0,4.7,,1008.2,,moskow
2023-10-14,10.3,5.9,14.6,4.6,,181.0,3.4,,1008.5,,moskow
2023-10-15,11.8,8.9,14.7,6.2,,223.0,3.0,,1002.2,,moskow
2023-10-16,7.4,5.5,9.3,3.7,,307.0,1.9,,1002.7,,moskow
2023-10-17,3.9,2.2,5.6,1.8,,295.0,6.3,,1003.2,,moskow
2023-10-18,5.0,3.7,6.3,3.4,,264.0,2.8,,1007.0,,moskow
2023-10-19,5.5,4.9,5.9,3.1,,105.0,0.9,,1007.5,,moskow
2023-10-20,4.6,3.7,5.7,0.6,,48.0,2.5,,1011.7,,moskow
2023-10-21,2.2,-1.1,3.9,0.0,,25.0,4.6,,1019.5,,moskow
2023-10-22,1.8,-1.3,4.3,0.5,,129.0,2.5,,1020.9,,moskow
2023-10-23,4.5,2.7,6.2,9.5,,65.0,3.5,,1004.8,,moskow
2023-10-24,1.4,-0.3,2.8,0.8,,349.0,7.3,,1011.3,,moskow
2023-10-25,-0.9,-2.6,0.4,0.0,,49.0,2.4,,1019.3,,moskow
2023-10-26,-1.1,-2.4,-0.0,0.0,,114.0,5.5,,1017.1,,moskow
2023-10-27,-1.3,-2.5,-0.7,5.9,,113.0,5.1,,1006.4,,moskow
2023-10-28,-0.2,-1.0,0.5,2.9,,55.0,4.1,,997.3,,moskow
2023-10-29,0.4,-0.1,0.9,0.2,,313.0,5.3,,1005.4,,moskow
2023-10-30,2.1,-0.5,7.9,7.3,,188.0,2.8,,1011.2,,moskow
2023-10-31,8.6,7.2,10.6,0.0,,217.0,2.7,,1012.2,,moskow
2023-11-01,12.2,8.9,15.9,0.0,,161.0,3.3,,1005.9,,moskow
2023-11-02,8.1,3.1,13.4,3.1,,319.0,6.2,,1004.1,,moskow
2023-11-03,3.2,1.5,5.9,0.0,,229.0,2.2,,1015.9,,moskow
2023-11-04,3.5,1.1,6.8,1.3,,139.0,6.1,,1015.2,,moskow
2023-11-05,9.7,5.7,12.7,1.6,,145.0,8.5,,1002.9,,moskow
2023-11-06,10.0,8.3,11.1,7.0,,159.0,4.6,,996.9,,moskow
2023-11-07,9.2,8.1,10.0,1.1,,243.0,3.9,,1002.7,,moskow
2023-11-08,7.7,5.2,9.1,0.4,,257.0,2.6,,1010.2,,moskow
2023-11-09,5.8,4.2,7.8,0.1,,341.0,2.6,,1009.8,,moskow
2023-11-10,6.1,5.3,7.1,0.0,,269.0,2.5,,1016.6,,moskow
2023-11-11,5.8,4.7,7.9,0.0,,166.0,4.3,,1016.7,,moskow
2023-11-12,4.5,3.4,7.9,8.7,,116.0,6.6,,1002.5,,moskow
2023-11-13,5.1,3.3,8.1,6.6,,200.0,5.0,,994.2,,moskow
2023-11-14,3.6,2.2,4.9,5.3,,237.0,4.2,,1000.6,,moskow
2023-11-15,2.6,1.5,3.8,0.0,,334.0,1.4,,1003.5,,moskow
2023-11-16,0.8,-0.8,2.7,0.7,,357.0,3.8,,1010.2,,moskow
2023-11-17,-3.2,-5.0,-1.5,0.0,,8.0,5.4,,1020.7,,moskow
2023-11-18,-6.0,-8.5,-3.9,0.0,,14.0,1.3,,1027.2,,moskow
2023-11-19,-6.7,-8.4,-5.3,0.0,,148.0,1.6,,1024.5,,moskow
2023-11-20,-6.9,-8.0,-5.8,0.0,,44.0,4.2,,1018.1,,moskow
2023-11-21,-8.1,-8.8,-7.3,0.0,,344.0,8.6,,1014.4,,moskow
2023-11-22,-8.3,-9.3,-7.6,0.1,,329.0,7.1,,1017.9,,moskow
2023-11-23,-7.4,-8.3,-6.5,1.7,,221.0,4.5,,1004.7,,moskow
2023-11-24,-6.2,-7.3,-5.3,3.0,,97.0,3.9,,978.9,,moskow
2023-11-25,-5.9,-7.2,-4.1,3.2,,17.0,2.4,,992.6,,moskow
2023-11-26,-4.1,-5.2,-2.7,1.1,,59.0,3.6,,1003.5,,moskow
2023-11-27,-1.1,-5.3,2.4,18.7,,74.0,7.3,,988.4,,moskow
2023-11-28,-3.3,-5.6,-0.7,0.0,,170.0,5.5,,1000.2,,moskow
2023-11-29,-4.6,-7.3,-2.0,1.0,,127.0,5.4,,1013.1,,moskow
2023-11-30,-2.2,-4.1,-0.1,4.4,,144.0,5.6,,1005.0,,moskow
2023-12-01,-4.0,-5.1,-3.0,2.4,,150.0,3.7,,1007.0,,moskow
2023-12-02,-4.4,-6.0,-3.1,0.0,,310.0,1.3,,1008.1,,moskow
2023-12-03,-5.2,-6.6,-3.5,8.8,,88.0,4.2,,1010.2,,moskow
2023-12-04,-7.1,-8.6,-6.3,0.7,,298.0,4.6,,1011.3,,moskow
2023-12-05,-10.0,-12.7,-8.0,0.0,,287.0,1.5,,1021.7,,moskow
2023-12-06,-9.8,-12.2,-8.6,0.0,,46.0,1.3,,1031.6,,moskow
2023-12-07,-10.5,-12.3,-9.2,0.0,,93.0,2.7,,1039.1,,moskow
2023-12-08,-13.0,-14.3,-11.8,0.0,,102.0,4.6,,1039.9,,moskow
2023-12-09,-14.2,-15.2,-13.1,1.4,,105.0,5.5,,1035.4,,moskow
2023-12-10,-11.7,-13.8,-9.2,0.6,,116.0,5.5,,1029.7,,moskow
2023-12-11,-7.6,-9.0,-6.6,1.2,,138.0,6.7,,1025.1,,moskow
2023-12-12,-6.6,-8.1,-5.9,3.2,,142.0,7.5,,1019.9,,moskow
2023-12-13,-10.2,-11.5,-8.6,1.6,,144.0,7.6,,1022.2,,moskow
2023-12-14,-10.5,-11.5,-9.5,5.4,,132.0,6.3,,1023.4,,moskow
2023-12-15,-8.1,-9.6,-6.8,11.8,,98.0,4.1,,1013.2,,moskow
2023-12-16,-7.3,-11.4,-3.3,0.0,,277.0,3.5,,1020.3,,moskow
2023-12-17,-1.1,-3.9,1.6,2.4,,240.0,4.8,,1011.1,,moskow
2023-12-18,0.9,-1.4,2.9,0.0,,271.0,4.1,,1009.1,,moskow
2023-12-19,3.0,1.8,4.2,1.5,,234.0,4.6,,1004.8,,moskow
2023-12-20,3.5,2.5,4.1,0.6,,245.0,3.8,,999.1,,moskow
2023-12-21,1.6,0.3,2.4,6.6,,196.0,2.2,,995.8,,moskow
2023-12-22,0.8,-0.1,1.6,0.0,,153.0,6.7,,991.3,,moskow
2023-12-23,1.7,0.7,2.6,2.7,,139.0,4.3,,985.3,,moskow
2023-12-24,-0.3,-1.3,0.5,3.0,,260.0,1.9,,987.2,,moskow
2023-12-25,-1.0,-1.6,-0.3,0.5,,201.0,3.4,,992.1,,moskow
2023-12-26,-0.6,-1.9,0.7,1.5,,252.0,3.6,,989.8,,moskow
2023-12-27,-1.7,-2.9,-0.5,0.1,,313.0,1.8,,999.2,,moskow
2023-12-28,-2.4,-3.8,-1.5,0.0,,282.0,3.9,,1011.2,,moskow
2023-12-29,-1.3,-4.1,2.0,1.4,,220.0,2.6,,1004.5,,moskow
2023-12-30,2.4,1.6,3.0,8.6,,240.0,2.8,,999.7,,moskow
2023-12-31,-0.7,-8.8,2.3,1.0,,300.0,4.9,,1000.0,,moskow
2023-01-01,-9.6,-13.2,-6.0,0.0,51.0,318.0,9.6,,1023.8,,vladivostok
2023-01-02,-10.7,-13.7,-8.5,0.0,51.0,291.0,6.8,,1026.4,,vladivostok
2023-01-03,-9.8,-12.6,-6.3,0.0,41.0,339.0,9.9,,1023.8,,vladivostok
2023-01-04,-8.6,-12.3,-6.6,0.0,41.0,348.0,11.4,,1025.7,,vladivostok
2023-01-05,-17.4,-28.1,-6.1,0.0,,348.0,5.9,,1026.4,,vladivostok
2023-01-06,-8.0,-12.4,-2.9,0.0,41.0,18.0,3.6,,1021.7,,vladivostok
2023-01-07,-11.9,-14.9,-9.2,0.0,41.0,307.0,12.3,,1019.0,,vladivostok
2023-01-08,-14.8,-25.1,-5.1,0.0,,4.0,4.7,,1021.8,,vladivostok
2023-01-09,-7.9,-11.6,-4.6,0.0,41.0,338.0,13.2,,1022.2,,vladivostok
2023-01-10,-4.4,-13.2,-4.1,0.0,41.0,76.0,9.5,,1026.2,,vladivostok
2023-01-11,-5.5,-14.1,3.9,0.0,,59.0,5.1,,1019.4,,vladivostok
2023-01-12,1.8,-3.0,4.3,0.0,41.0,53.0,6.2,,1019.8,,vladivostok
2023-01-13,-2.5,-10.5,4.8,0.0,10.0,21.0,9.5,,1015.5,,vladivostok
2023-01-14,-16.9,-20.8,-10.5,0.0,20.0,24.0,29.3,,1025.7,,vladivostok
2023-01-15,-19.7,-21.4,-16.9,0.0,10.0,357.0,16.7,,1025.3,,vladivostok
2023-01-16,-18.8,-29.1,-11.1,0.0,,347.0,8.9,,1024.2,,vladivostok
2023-01-17,-17.8,-28.1,-5.1,0.0,,54.0,6.3,,1024.0,,vladivostok
2023-01-18,-8.2,-12.2,-6.1,0.0,,284.0,5.6,,1024.7,,vladivostok
2023-01-19,-4.4,-10.1,-0.7,0.0,10.0,32.0,8.1,,1018.3,,vladivostok
2023-01-20,-14.4,-17.2,-10.1,0.0,10.0,352.0,16.1,,1018.8,,vladivostok
2023-01-21,-17.4,-20.9,-14.2,0.0,10.0,329.0,8.1,,1030.5,,vladivostok
2023-01-22,-20.8,-22.9,-17.6,0.0,10.0,325.0,13.6,,1030.3,,vladivostok
2023-01-23,-22.4,-26.5,-17.4,0.0,10.0,346.0,19.7,,1027.5,,vladivostok
2023-01-24,-22.6,-26.7,-20.7,0.0,10.0,11.0,16.4,,1024.7,,vladivostok
2023-01-25,-21.1,-30.1,-13.1,0.0,,324.0,8.9,,1022.8,,vladivostok
2023-01-26,-17.4,-20.8,-12.2,0.0,10.0,347.0,8.0,,1023.6,,vladivostok
2023-01-27,-18.6,-22.2,-14.3,0.0,,347.0,13.8,,1020.4,,vladivostok
2023-01-28,-16.5,-19.1,-13.5,0.0,10.0,334.0,8.4,,1016.9,,vladivostok
2023-01-29,-15.0,-20.4,-11.1,0.0,10.0,347.0,6.2,,1017.3,,vladivostok
2023-01-30,-11.7,-18.0,-8.8,0.0,10.0,338.0,9.3,,1019.0,,vladivostok
2023-01-31,-7.9,-12.5,-4.6,0.8,30.0,25.0,5.1,,1017.0,,vladivostok
2023-02-01,-9.2,-11.7,-6.0,1.9,30.0,336.0,13.7,,1014.5,,vladivostok
2023-02-02,-9.4,-12.6,-6.0,0.0,30.0,318.0,11.6,,1024.1,,vladivostok
2023-02-03,-9.4,-12.8,-6.7,0.0,30.0,348.0,4.5,,1024.3,,vladivostok
2023-02-04,-6.5,-11.0,-4.3,0.0,20.0,29.0,6.9,,1020.8,,vladivostok
2023-02-05,-3.8,-8.2,0.5,0.0,20.0,47.0,6.7,,1019.6,,vladivostok
2023-02-06,-8.1,-11.1,-4.5,0.0,10.0,323.0,8.7,,1022.0,,vladivostok
2023-02-07,-12.3,-24.1,-1.1,0.0,,273.0,5.7,,1024.4,,vladivostok
2023-02-08,-7.9,-12.2,-3.6,0.0,20.0,7.0,8.4,,1024.8,,vladivostok
2023-02-09,-12.2,-24.1,-3.1,0.0,,1.0,6.6,,1032.2,,vladivostok
2023-02-10,-7.1,-16.1,-2.1,1.0,,72.0,6.5,,1023.8,,vladivostok
2023-02-11,-0.9,-2.1,0.7,0.7,41.0,139.0,7.5,,1021.2,,vladivostok
2023-02-12,-5.2,-9.5,-1.7,0.3,30.0,23.0,12.0,,1024.2,,vladivostok
2023-02-13,-8.0,-11.1,-4.8,0.0,20.0,358.0,11.1,,1023.4,,vladivostok
2023-02-14,-11.3,-14.8,-8.1,0.0,20.0,357.0,18.2,,1024.5,,vladivostok
2023-02-15,-12.0,-15.3,-9.3,0.0,10.0,3.0,12.2,,1033.2,,vladivostok
2023-02-16,-13.2,-26.1,0.9,0.0,,70.0,6.9,,1028.7,,vladivostok
2023-02-17,-3.6,-9.1,1.9,0.0,,109.0,5.7,,1021.7,,vladivostok
2023-02-18,-2.2,-6.8,1.1,1.0,10.0,58.0,7.2,,1019.6,,vladivostok
2023-02-19,-6.5,-8.4,-3.2,0.0,10.0,4.0,12.5,,1013.3,,vladivostok
2023-02-20,-7.6,-10.1,-4.6,0.0,10.0,359.0,10.8,,1020.2,,vladivostok
2023-02-21,-6.3,-10.5,-3.7,0.0,10.0,338.0,12.2,,1031.0,,vladivostok
2023-02-22,-2.7,-3.7,-1.3,0.0,10.0,57.0,7.4,,1027.7,,vladivostok
2023-02-23,-1.2,-4.3,3.9,0.0,20.0,36.0,6.8,,1019.5,,vladivostok
2023-02-24,-5.8,-9.3,-3.3,0.0,10.0,351.0,14.3,,1022.5,,vladivostok
2023-02-25,-4.5,-9.8,-2.5,0.0,10.0,338.0,12.8,,1028.0,,vladivostok
2023-02-26,-6.1,-18.1,4.9,0.0,,284.0,7.2,,1030.1,,vladivostok
2023-02-27,1.8,0.0,6.5,0.0,,57.0,9.3,,1025.8,,vladivostok
2023-02-28,3.8,-1.1,9.4,0.0,,52.0,9.9,,1015.3,,vladivostok
2023-03-01,-1.2,-4.2,2.7,0.0,10.0,344.0,11.9,,1018.6,,vladivostok
2023-03-02,-1.6,-5.1,1.9,0.0,,346.0,10.2,,1020.3,,vladivostok
2023-03-03,-2.1,-3.7,4.6,0.0,,33.0,12.7,,1020.7,,vladivostok
2023-03-04,-1.6,-9.1,5.9,0.0,,286.0,9.3,,1029.6,,vladivostok
2023-03-05,0.3,-7.1,5.9,0.0,,127.0,11.7,,1025.2,,vladivostok
2023-03-06,2.8,-0.2,7.9,0.0,,128.0,8.4,,1015.3,,vladivostok
2023-03-07,5.7,1.6,10.4,0.0,,134.0,8.6,,1014.5,,vladivostok
2023-03-08,2.0,-0.8,6.0,0.0,,25.0,15.0,,1016.6,,vladivostok
2023-03-09,1.1,0.5,2.2,0.3,,238.0,8.1,,1016.7,,vladivostok
2023-03-10,1.0,0.1,2.4,0.0,,180.0,11.7,,1020.2,,vladivostok
2023-03-11,1.6,0.5,2.4,4.0,10.0,244.0,10.7,,1025.6,,vladivostok
2023-03-12,-3.3,-5.7,0.6,19.1,290.0,345.0,14.7,,1019.9,,vladivostok
2023-03-13,-2.9,-8.1,0.9,0.3,,344.0,16.4,,1013.2,,vladivostok
2023-03-14,1.8,-4.6,4.9,0.0,239.0,88.0,12.0,,1016.4,,vladivostok
2023-03-15,2.0,-0.3,4.3,0.8,239.0,146.0,12.9,,1014.4,,vladivostok
2023-03-16,1.0,-0.8,4.4,0.0,231.0,268.0,11.4,,1021.5,,vladivostok
2023-03-17,2.1,-0.7,5.6,0.0,170.0,238.0,12.6,,1021.7,,vladivostok
2023-03-18,1.1,-6.1,9.9,0.0,,58.0,7.2,,1016.4,,vladivostok
2023-03-19,5.8,1.2,10.2,0.0,109.0,51.0,7.7,,1014.5,,vladivostok
2023-03-20,5.5,2.3,12.4,0.0,99.0,74.0,8.6,,1012.2,,vladivostok
2023-03-21,3.3,-4.1,12.9,0.0,,154.0,7.8,,1010.9,,vladivostok
2023-03-22,5.2,-1.1,13.9,0.1,,178.0,12.9,,1012.0,,vladivostok
2023-03-23,5.6,-1.2,13.3,0.0,10.0,340.0,10.8,,1010.5,,vladivostok
2023-03-24,1.7,-1.4,5.2,0.0,,9.0,15.0,,1018.8,,vladivostok
2023-03-25,2.6,-2.1,6.9,0.0,,342.0,8.4,,1021.3,,vladivostok
2023-03-26,3.0,0.2,6.3,0.0,,275.0,7.5,,1018.0,,vladivostok
2023-03-27,4.3,1.5,8.8,0.0,,334.0,8.1,,1018.3,,vladivostok
2023-03-28,2.8,0.4,6.4,0.0,,174.0,10.5,,1022.1,,vladivostok
2023-03-29,4.5,-1.1,11.9,0.0,,123.0,11.7,,1020.0,,vladivostok
2023-03-30,5.6,0.9,12.9,0.4,,121.0,7.2,,1013.4,,vladivostok
2023-03-31,11.2,5.7,17.8,0.0,,349.0,9.5,,1016.3,,vladivostok
2023-04-01,6.5,3.5,10.8,0.0,,262.0,13.2,,1019.7,,vladivostok
2023-04-02,4.3,3.0,7.5,0.0,,185.0,12.6,,1023.9,,vladivostok
2023-04-03,4.5,3.9,5.8,0.5,,156.0,11.6,,1024.8,,vladivostok
2023-04-04,11.2,5.9,16.9,0.0,,19.0,11.6,,1021.8,,vladivostok
2023-04-05,6.3,3.0,10.3,17.0,,337.0,6.9,,1016.9,,vladivostok
2023-04-06,6.5,4.9,7.9,16.3,,348.0,15.3,,1005.3,,vladivostok
2023-04-07,5.9,0.2,11.9,0.0,,49.0,8.7,,1006.1,,vladivostok
2023-04-08,3.8,0.0,7.1,0.0,,331.0,13.4,,1009.4,,vladivostok
2023-04-09,6.0,3.6,9.0,0.0,,141.0,11.6,,1011.2,,vladivostok
2023-04-10,7.6,5.5,11.1,0.0,,101.0,9.0,,1005.8,,vladivostok
2023-04-11,6.8,3.1,11.7,0.0,,149.0,15.0,,999.1,,vladivostok
2023-04-12,7.8,5.6,11.0,0.0,,298.0,18.1,,1004.3,,vladivostok
2023-04-13,7.7,3.4,10.5,0.0,,86.0,8.1,,1008.4,,vladivostok
